,Movie,MovieCode,Year,Code 1,Crew 1_name,Code2,Crew 2_name,Tie strength
445,Charlie and the Chocolate Factory_2005,21009927,2005,30728300,"Roy, Deep",30932653,"Zanuck, Richard D.",3
446,Batman Returns_1992,21010715,1992,30098032,"Brill, Steven (I)",30114716,"Burton, Tim (I)",2
447,Batman Returns_1992,21010715,1992,30098032,"Brill, Steven (I)",30187389,"Czapsky, Stefan",2
448,Batman Returns_1992,21010715,1992,30098032,"Brill, Steven (I)",30214482,"Di Novi, Denise",2
449,Batman Returns_1992,21010715,1992,30098032,"Brill, Steven (I)",30243631,"Elfman, Danny",2
450,Batman Returns_1992,21010715,1992,30098032,"Brill, Steven (I)",30471205,"Lancaster, Stuart (I)",2
451,Batman Returns_1992,21010715,1992,30098032,"Brill, Steven (I)",30895051,"Welch, Bo",2
452,Batman Returns_1992,21010715,1992,30098032,"Brill, Steven (I)",30926784,"Yeager, Biff (I)",2
453,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30187389,"Czapsky, Stefan",3
454,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30193322,Darla (II),2
455,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30213196,"DeVito, Danny",4
456,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30214482,"Di Novi, Denise",6
457,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30228865,"Drescher, Adam (I)",2
458,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30243631,"Elfman, Danny",12
459,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30280931,"Franco, Larry J.",3
460,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30304601,"Giammarco, Joan",2
461,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30320941,"Gough, Michael (I)",4
462,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30334403,"Guber, Peter",2
463,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30345601,"Hamm, Sam",2
464,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30375224,"Hingle, Pat",3
465,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30383381,"Hooks, Jan",2
466,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30429003,"Kane, Bob (I)",3
467,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30435271,"Keaton, Michael",3
468,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30471205,"Lancaster, Stuart (I)",2
469,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30481927,"Lebenzon, Chris",8
470,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30564616,"Melniker, Benjamin",3
471,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30659177,"Peters, Jon (I)",2
472,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30700467,"Reubens, Paul",2
473,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30738831,"Salinger, Diane",2
474,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30741904,"Sanders, Elizabeth (I)",2
475,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30861594,"Uslan, Michael (V)",3
476,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30880655,"Walken, Christopher",2
477,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30895051,"Welch, Bo",3
478,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30916412,"Witting, Steve",2
479,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30926784,"Yeager, Biff (I)",3
480,Batman Returns_1992,21010715,1992,30187389,"Czapsky, Stefan",30214482,"Di Novi, Denise",3
481,Batman Returns_1992,21010715,1992,30187389,"Czapsky, Stefan",30228865,"Drescher, Adam (I)",2
482,Batman Returns_1992,21010715,1992,30187389,"Czapsky, Stefan",30243631,"Elfman, Danny",2
483,Batman Returns_1992,21010715,1992,30187389,"Czapsky, Stefan",30471205,"Lancaster, Stuart (I)",2
484,Batman Returns_1992,21010715,1992,30187389,"Czapsky, Stefan",30481927,"Lebenzon, Chris",2
485,Batman Returns_1992,21010715,1992,30187389,"Czapsky, Stefan",30895051,"Welch, Bo",2
486,Batman Returns_1992,21010715,1992,30187389,"Czapsky, Stefan",30926784,"Yeager, Biff (I)",3
487,Batman Returns_1992,21010715,1992,30193322,Darla (II),30243631,"Elfman, Danny",2
488,Batman Returns_1992,21010715,1992,30193322,Darla (II),30383381,"Hooks, Jan",2
489,Batman Returns_1992,21010715,1992,30193322,Darla (II),30700467,"Reubens, Paul",2
490,Batman Returns_1992,21010715,1992,30193322,Darla (II),30738831,"Salinger, Diane",2
491,Batman Returns_1992,21010715,1992,30213196,"DeVito, Danny",30243631,"Elfman, Danny",3
492,Batman Returns_1992,21010715,1992,30213196,"DeVito, Danny",30280931,"Franco, Larry J.",2
493,Batman Returns_1992,21010715,1992,30213196,"DeVito, Danny",30481927,"Lebenzon, Chris",3
494,Batman Returns_1992,21010715,1992,30213196,"DeVito, Danny",30916412,"Witting, Steve",2
495,Batman Returns_1992,21010715,1992,30214482,"Di Novi, Denise",30228865,"Drescher, Adam (I)",2
496,Batman Returns_1992,21010715,1992,30214482,"Di Novi, Denise",30243631,"Elfman, Danny",3
497,Batman Returns_1992,21010715,1992,30214482,"Di Novi, Denise",30471205,"Lancaster, Stuart (I)",2
498,Batman Returns_1992,21010715,1992,30214482,"Di Novi, Denise",30481927,"Lebenzon, Chris",2
499,Batman Returns_1992,21010715,1992,30214482,"Di Novi, Denise",30895051,"Welch, Bo",2
500,Batman Returns_1992,21010715,1992,30214482,"Di Novi, Denise",30926784,"Yeager, Biff (I)",3
501,Batman Returns_1992,21010715,1992,30228865,"Drescher, Adam (I)",30481927,"Lebenzon, Chris",2
502,Batman Returns_1992,21010715,1992,30228865,"Drescher, Adam (I)",30926784,"Yeager, Biff (I)",2
503,Batman Returns_1992,21010715,1992,30243631,"Elfman, Danny",30280931,"Franco, Larry J.",3
504,Batman Returns_1992,21010715,1992,30243631,"Elfman, Danny",30320941,"Gough, Michael (I)",3
505,Batman Returns_1992,21010715,1992,30243631,"Elfman, Danny",30334403,"Guber, Peter",2
506,Batman Returns_1992,21010715,1992,30243631,"Elfman, Danny",30345601,"Hamm, Sam",2
507,Batman Returns_1992,21010715,1992,30243631,"Elfman, Danny",30375224,"Hingle, Pat",2
508,Batman Returns_1992,21010715,1992,30243631,"Elfman, Danny",30383381,"Hooks, Jan",2
509,Batman Returns_1992,21010715,1992,30243631,"Elfman, Danny",30429003,"Kane, Bob (I)",2
510,Batman Returns_1992,21010715,1992,30243631,"Elfman, Danny",30435271,"Keaton, Michael",3
511,Batman Returns_1992,21010715,1992,30243631,"Elfman, Danny",30471205,"Lancaster, Stuart (I)",2
512,Batman Returns_1992,21010715,1992,30243631,"Elfman, Danny",30481927,"Lebenzon, Chris",7
513,Batman Returns_1992,21010715,1992,30243631,"Elfman, Danny",30564616,"Melniker, Benjamin",2
514,Batman Returns_1992,21010715,1992,30243631,"Elfman, Danny",30659177,"Peters, Jon (I)",2
515,Batman Returns_1992,21010715,1992,30243631,"Elfman, Danny",30700467,"Reubens, Paul",2
516,Batman Returns_1992,21010715,1992,30243631,"Elfman, Danny",30738831,"Salinger, Diane",2
517,Batman Returns_1992,21010715,1992,30243631,"Elfman, Danny",30861594,"Uslan, Michael (V)",2
518,Batman Returns_1992,21010715,1992,30243631,"Elfman, Danny",30880655,"Walken, Christopher",2
519,Batman Returns_1992,21010715,1992,30243631,"Elfman, Danny",30895051,"Welch, Bo",3
520,Batman Returns_1992,21010715,1992,30243631,"Elfman, Danny",30926784,"Yeager, Biff (I)",2
521,Batman Returns_1992,21010715,1992,30280931,"Franco, Larry J.",30320941,"Gough, Michael (I)",2
522,Batman Returns_1992,21010715,1992,30280931,"Franco, Larry J.",30481927,"Lebenzon, Chris",3
523,Batman Returns_1992,21010715,1992,30280931,"Franco, Larry J.",30880655,"Walken, Christopher",2
524,Batman Returns_1992,21010715,1992,30320941,"Gough, Michael (I)",30334403,"Guber, Peter",2
525,Batman Returns_1992,21010715,1992,30320941,"Gough, Michael (I)",30345601,"Hamm, Sam",2
526,Batman Returns_1992,21010715,1992,30320941,"Gough, Michael (I)",30375224,"Hingle, Pat",3
527,Batman Returns_1992,21010715,1992,30320941,"Gough, Michael (I)",30429003,"Kane, Bob (I)",3
528,Batman Returns_1992,21010715,1992,30320941,"Gough, Michael (I)",30435271,"Keaton, Michael",2
529,Batman Returns_1992,21010715,1992,30320941,"Gough, Michael (I)",30481927,"Lebenzon, Chris",2
530,Batman Returns_1992,21010715,1992,30320941,"Gough, Michael (I)",30564616,"Melniker, Benjamin",3
531,Batman Returns_1992,21010715,1992,30320941,"Gough, Michael (I)",30659177,"Peters, Jon (I)",2
532,Batman Returns_1992,21010715,1992,30320941,"Gough, Michael (I)",30741904,"Sanders, Elizabeth (I)",2
533,Batman Returns_1992,21010715,1992,30320941,"Gough, Michael (I)",30861594,"Uslan, Michael (V)",3
534,Batman Returns_1992,21010715,1992,30320941,"Gough, Michael (I)",30880655,"Walken, Christopher",2
535,Batman Returns_1992,21010715,1992,30334403,"Guber, Peter",30345601,"Hamm, Sam",2
536,Batman Returns_1992,21010715,1992,30334403,"Guber, Peter",30375224,"Hingle, Pat",2
537,Batman Returns_1992,21010715,1992,30334403,"Guber, Peter",30429003,"Kane, Bob (I)",2
538,Batman Returns_1992,21010715,1992,30334403,"Guber, Peter",30435271,"Keaton, Michael",2
539,Batman Returns_1992,21010715,1992,30334403,"Guber, Peter",30564616,"Melniker, Benjamin",2
540,Batman Returns_1992,21010715,1992,30334403,"Guber, Peter",30659177,"Peters, Jon (I)",2
541,Batman Returns_1992,21010715,1992,30334403,"Guber, Peter",30861594,"Uslan, Michael (V)",2
542,Batman Returns_1992,21010715,1992,30345601,"Hamm, Sam",30375224,"Hingle, Pat",2
543,Batman Returns_1992,21010715,1992,30345601,"Hamm, Sam",30429003,"Kane, Bob (I)",2
544,Batman Returns_1992,21010715,1992,30345601,"Hamm, Sam",30435271,"Keaton, Michael",2
545,Batman Returns_1992,21010715,1992,30345601,"Hamm, Sam",30564616,"Melniker, Benjamin",2
546,Batman Returns_1992,21010715,1992,30345601,"Hamm, Sam",30659177,"Peters, Jon (I)",2
547,Batman Returns_1992,21010715,1992,30345601,"Hamm, Sam",30861594,"Uslan, Michael (V)",2
548,Batman Returns_1992,21010715,1992,30375224,"Hingle, Pat",30429003,"Kane, Bob (I)",3
549,Batman Returns_1992,21010715,1992,30375224,"Hingle, Pat",30435271,"Keaton, Michael",2
550,Batman Returns_1992,21010715,1992,30375224,"Hingle, Pat",30564616,"Melniker, Benjamin",3
551,Batman Returns_1992,21010715,1992,30375224,"Hingle, Pat",30659177,"Peters, Jon (I)",2
552,Batman Returns_1992,21010715,1992,30375224,"Hingle, Pat",30741904,"Sanders, Elizabeth (I)",2
553,Batman Returns_1992,21010715,1992,30375224,"Hingle, Pat",30861594,"Uslan, Michael (V)",3
554,Batman Returns_1992,21010715,1992,30383381,"Hooks, Jan",30700467,"Reubens, Paul",2
555,Batman Returns_1992,21010715,1992,30383381,"Hooks, Jan",30738831,"Salinger, Diane",2
556,Batman Returns_1992,21010715,1992,30429003,"Kane, Bob (I)",30435271,"Keaton, Michael",2
557,Batman Returns_1992,21010715,1992,30429003,"Kane, Bob (I)",30564616,"Melniker, Benjamin",3
558,Batman Returns_1992,21010715,1992,30429003,"Kane, Bob (I)",30659177,"Peters, Jon (I)",2
559,Batman Returns_1992,21010715,1992,30429003,"Kane, Bob (I)",30741904,"Sanders, Elizabeth (I)",2
560,Batman Returns_1992,21010715,1992,30429003,"Kane, Bob (I)",30861594,"Uslan, Michael (V)",3
561,Batman Returns_1992,21010715,1992,30435271,"Keaton, Michael",30564616,"Melniker, Benjamin",2
562,Batman Returns_1992,21010715,1992,30435271,"Keaton, Michael",30659177,"Peters, Jon (I)",2
563,Batman Returns_1992,21010715,1992,30435271,"Keaton, Michael",30861594,"Uslan, Michael (V)",2
564,Batman Returns_1992,21010715,1992,30435271,"Keaton, Michael",30895051,"Welch, Bo",2
565,Batman Returns_1992,21010715,1992,30471205,"Lancaster, Stuart (I)",30895051,"Welch, Bo",2
566,Batman Returns_1992,21010715,1992,30471205,"Lancaster, Stuart (I)",30926784,"Yeager, Biff (I)",2
567,Batman Returns_1992,21010715,1992,30481927,"Lebenzon, Chris",30880655,"Walken, Christopher",2
568,Batman Returns_1992,21010715,1992,30481927,"Lebenzon, Chris",30926784,"Yeager, Biff (I)",2
569,Batman Returns_1992,21010715,1992,30564616,"Melniker, Benjamin",30659177,"Peters, Jon (I)",2
570,Batman Returns_1992,21010715,1992,30564616,"Melniker, Benjamin",30741904,"Sanders, Elizabeth (I)",2
571,Batman Returns_1992,21010715,1992,30564616,"Melniker, Benjamin",30861594,"Uslan, Michael (V)",3
572,Batman Returns_1992,21010715,1992,30659177,"Peters, Jon (I)",30861594,"Uslan, Michael (V)",2
573,Batman Returns_1992,21010715,1992,30700467,"Reubens, Paul",30738831,"Salinger, Diane",2
574,Batman Returns_1992,21010715,1992,30741904,"Sanders, Elizabeth (I)",30861594,"Uslan, Michael (V)",2
575,Batman Returns_1992,21010715,1992,30895051,"Welch, Bo",30926784,"Yeager, Biff (I)",2
576,Batman_1989,21011181,1989,30114716,"Burton, Tim (I)",30243631,"Elfman, Danny",12
577,Batman_1989,21011181,1989,30114716,"Burton, Tim (I)",30320941,"Gough, Michael (I)",4
578,Batman_1989,21011181,1989,30114716,"Burton, Tim (I)",30334403,"Guber, Peter",2
579,Batman_1989,21011181,1989,30114716,"Burton, Tim (I)",30340541,"Hagon, Garrick",2
580,Batman_1989,21011181,1989,30114716,"Burton, Tim (I)",30345601,"Hamm, Sam",2
581,Batman_1989,21011181,1989,30114716,"Burton, Tim (I)",30375224,"Hingle, Pat",3
582,Batman_1989,21011181,1989,30114716,"Burton, Tim (I)",30429003,"Kane, Bob (I)",3
583,Batman_1989,21011181,1989,30114716,"Burton, Tim (I)",30435271,"Keaton, Michael",3
584,Batman_1989,21011181,1989,30114716,"Burton, Tim (I)",30564616,"Melniker, Benjamin",3
585,Batman_1989,21011181,1989,30114716,"Burton, Tim (I)",30615205,"Nicholson, Jack (I)",3
586,Batman_1989,21011181,1989,30114716,"Burton, Tim (I)",30659177,"Peters, Jon (I)",2
587,Batman_1989,21011181,1989,30114716,"Burton, Tim (I)",30783008,"Skaaren, Warren",2
588,Batman_1989,21011181,1989,30114716,"Burton, Tim (I)",30828925,"Tan, Philip",2
589,Batman_1989,21011181,1989,30114716,"Burton, Tim (I)",30861594,"Uslan, Michael (V)",3
590,Batman_1989,21011181,1989,30243631,"Elfman, Danny",30320941,"Gough, Michael (I)",3
591,Batman_1989,21011181,1989,30243631,"Elfman, Danny",30334403,"Guber, Peter",2
592,Batman_1989,21011181,1989,30243631,"Elfman, Danny",30340541,"Hagon, Garrick",2
593,Batman_1989,21011181,1989,30243631,"Elfman, Danny",30345601,"Hamm, Sam",2
594,Batman_1989,21011181,1989,30243631,"Elfman, Danny",30375224,"Hingle, Pat",2
595,Batman_1989,21011181,1989,30243631,"Elfman, Danny",30429003,"Kane, Bob (I)",2
596,Batman_1989,21011181,1989,30243631,"Elfman, Danny",30435271,"Keaton, Michael",3
597,Batman_1989,21011181,1989,30243631,"Elfman, Danny",30564616,"Melniker, Benjamin",2
598,Batman_1989,21011181,1989,30243631,"Elfman, Danny",30615205,"Nicholson, Jack (I)",2
599,Batman_1989,21011181,1989,30243631,"Elfman, Danny",30659177,"Peters, Jon (I)",2
600,Batman_1989,21011181,1989,30243631,"Elfman, Danny",30783008,"Skaaren, Warren",2
601,Batman_1989,21011181,1989,30243631,"Elfman, Danny",30828925,"Tan, Philip",2
602,Batman_1989,21011181,1989,30243631,"Elfman, Danny",30861594,"Uslan, Michael (V)",2
603,Batman_1989,21011181,1989,30320941,"Gough, Michael (I)",30334403,"Guber, Peter",2
604,Batman_1989,21011181,1989,30320941,"Gough, Michael (I)",30345601,"Hamm, Sam",2
605,Batman_1989,21011181,1989,30320941,"Gough, Michael (I)",30375224,"Hingle, Pat",3
606,Batman_1989,21011181,1989,30320941,"Gough, Michael (I)",30429003,"Kane, Bob (I)",3
607,Batman_1989,21011181,1989,30320941,"Gough, Michael (I)",30435271,"Keaton, Michael",2
608,Batman_1989,21011181,1989,30320941,"Gough, Michael (I)",30564616,"Melniker, Benjamin",3
609,Batman_1989,21011181,1989,30320941,"Gough, Michael (I)",30659177,"Peters, Jon (I)",2
610,Batman_1989,21011181,1989,30320941,"Gough, Michael (I)",30861594,"Uslan, Michael (V)",3
611,Batman_1989,21011181,1989,30334403,"Guber, Peter",30345601,"Hamm, Sam",2
612,Batman_1989,21011181,1989,30334403,"Guber, Peter",30375224,"Hingle, Pat",2
613,Batman_1989,21011181,1989,30334403,"Guber, Peter",30429003,"Kane, Bob (I)",2
614,Batman_1989,21011181,1989,30334403,"Guber, Peter",30435271,"Keaton, Michael",2
615,Batman_1989,21011181,1989,30334403,"Guber, Peter",30564616,"Melniker, Benjamin",2
616,Batman_1989,21011181,1989,30334403,"Guber, Peter",30659177,"Peters, Jon (I)",2
617,Batman_1989,21011181,1989,30334403,"Guber, Peter",30861594,"Uslan, Michael (V)",2
618,Batman_1989,21011181,1989,30345601,"Hamm, Sam",30375224,"Hingle, Pat",2
619,Batman_1989,21011181,1989,30345601,"Hamm, Sam",30429003,"Kane, Bob (I)",2
620,Batman_1989,21011181,1989,30345601,"Hamm, Sam",30435271,"Keaton, Michael",2
621,Batman_1989,21011181,1989,30345601,"Hamm, Sam",30564616,"Melniker, Benjamin",2
622,Batman_1989,21011181,1989,30345601,"Hamm, Sam",30659177,"Peters, Jon (I)",2
623,Batman_1989,21011181,1989,30345601,"Hamm, Sam",30861594,"Uslan, Michael (V)",2
624,Batman_1989,21011181,1989,30375224,"Hingle, Pat",30429003,"Kane, Bob (I)",3
625,Batman_1989,21011181,1989,30375224,"Hingle, Pat",30435271,"Keaton, Michael",2
626,Batman_1989,21011181,1989,30375224,"Hingle, Pat",30564616,"Melniker, Benjamin",3
627,Batman_1989,21011181,1989,30375224,"Hingle, Pat",30659177,"Peters, Jon (I)",2
628,Batman_1989,21011181,1989,30375224,"Hingle, Pat",30861594,"Uslan, Michael (V)",3
629,Batman_1989,21011181,1989,30429003,"Kane, Bob (I)",30435271,"Keaton, Michael",2
630,Batman_1989,21011181,1989,30429003,"Kane, Bob (I)",30564616,"Melniker, Benjamin",3
631,Batman_1989,21011181,1989,30429003,"Kane, Bob (I)",30659177,"Peters, Jon (I)",2
632,Batman_1989,21011181,1989,30429003,"Kane, Bob (I)",30861594,"Uslan, Michael (V)",3
633,Batman_1989,21011181,1989,30435271,"Keaton, Michael",30564616,"Melniker, Benjamin",2
634,Batman_1989,21011181,1989,30435271,"Keaton, Michael",30659177,"Peters, Jon (I)",2
635,Batman_1989,21011181,1989,30435271,"Keaton, Michael",30783008,"Skaaren, Warren",2
636,Batman_1989,21011181,1989,30435271,"Keaton, Michael",30861594,"Uslan, Michael (V)",2
637,Batman_1989,21011181,1989,30564616,"Melniker, Benjamin",30659177,"Peters, Jon (I)",2
638,Batman_1989,21011181,1989,30564616,"Melniker, Benjamin",30861594,"Uslan, Michael (V)",3
639,Batman_1989,21011181,1989,30659177,"Peters, Jon (I)",30861594,"Uslan, Michael (V)",2
640,Cabin Boy_1994,21012581,1994,30114716,"Burton, Tim (I)",30214482,"Di Novi, Denise",6
641,Cabin Boy_1994,21012581,1994,30114716,"Burton, Tim (I)",30805549,"Starr, Mike (I)",3
642,Cabin Boy_1994,21012581,1994,30114716,"Burton, Tim (I)",30884312,"Walters, Melora",2
643,Cabin Boy_1994,21012581,1994,30214482,"Di Novi, Denise",30805549,"Starr, Mike (I)",3
644,Cabin Boy_1994,21012581,1994,30214482,"Di Novi, Denise",30884312,"Walters, Melora",2
645,Cabin Boy_1994,21012581,1994,30805549,"Starr, Mike (I)",30884312,"Walters, Melora",2
646,James and the Giant Peach_1996,21014006,1996,30114716,"Burton, Tim (I)",30188514,"Dahl, Roald",2
647,James and the Giant Peach_1996,21014006,1996,30114716,"Burton, Tim (I)",30214482,"Di Novi, Denise",6
648,James and the Giant Peach_1996,21014006,1996,30114716,"Burton, Tim (I)",30459639,"Kozachik, Pete",2
649,James and the Giant Peach_1996,21014006,1996,30114716,"Burton, Tim (I)",30511906,"Lumley, Joanna",2
650,James and the Giant Peach_1996,21014006,1996,30114716,"Burton, Tim (I)",30761674,"Selick, Henry",2
651,James and the Giant Peach_1996,21014006,1996,30114716,"Burton, Tim (I)",30805549,"Starr, Mike (I)",3
652,James and the Giant Peach_1996,21014006,1996,30114716,"Burton, Tim (I)",30891776,"Webb, Stan (I)",2
653,James and the Giant Peach_1996,21014006,1996,30214482,"Di Novi, Denise",30761674,"Selick, Henry",2
654,James and the Giant Peach_1996,21014006,1996,30214482,"Di Novi, Denise",30805549,"Starr, Mike (I)",3
655,James and the Giant Peach_1996,21014006,1996,30214482,"Di Novi, Denise",30891776,"Webb, Stan (I)",2
656,James and the Giant Peach_1996,21014006,1996,30459639,"Kozachik, Pete",30511906,"Lumley, Joanna",2
657,James and the Giant Peach_1996,21014006,1996,30761674,"Selick, Henry",30891776,"Webb, Stan (I)",2
658,Singles_1992,21014118,1992,30114716,"Burton, Tim (I)",30304562,"Giamatti, Paul",2
659,Singles_1992,21014118,1992,30114716,"Burton, Tim (I)",30304601,"Giammarco, Joan",2
660,Singles_1992,21014118,1992,30114716,"Burton, Tim (I)",30356721,"Hashimoto, Richard",3
661,Singles_1992,21014118,1992,30114716,"Burton, Tim (I)",30545712,"Mazar, Debi",2
662,The Nightmare Before Christmas_1993,21017470,1993,30114716,"Burton, Tim (I)",30214482,"Di Novi, Denise",6
663,The Nightmare Before Christmas_1993,21017470,1993,30114716,"Burton, Tim (I)",30243631,"Elfman, Danny",12
664,The Nightmare Before Christmas_1993,21017470,1993,30114716,"Burton, Tim (I)",30552643,"McDowell, Michael (I)",2
665,The Nightmare Before Christmas_1993,21017470,1993,30114716,"Burton, Tim (I)",30627117,"O'Hara, Catherine (I)",2
666,The Nightmare Before Christmas_1993,21017470,1993,30114716,"Burton, Tim (I)",30761674,"Selick, Henry",2
667,The Nightmare Before Christmas_1993,21017470,1993,30114716,"Burton, Tim (I)",30840372,"Thompson, Caroline (I)",3
668,The Nightmare Before Christmas_1993,21017470,1993,30114716,"Burton, Tim (I)",30891776,"Webb, Stan (I)",2
669,The Nightmare Before Christmas_1993,21017470,1993,30214482,"Di Novi, Denise",30243631,"Elfman, Danny",3
670,The Nightmare Before Christmas_1993,21017470,1993,30214482,"Di Novi, Denise",30761674,"Selick, Henry",2
671,The Nightmare Before Christmas_1993,21017470,1993,30214482,"Di Novi, Denise",30840372,"Thompson, Caroline (I)",2
672,The Nightmare Before Christmas_1993,21017470,1993,30214482,"Di Novi, Denise",30891776,"Webb, Stan (I)",2
673,The Nightmare Before Christmas_1993,21017470,1993,30243631,"Elfman, Danny",30552643,"McDowell, Michael (I)",2
674,The Nightmare Before Christmas_1993,21017470,1993,30243631,"Elfman, Danny",30627117,"O'Hara, Catherine (I)",2
675,The Nightmare Before Christmas_1993,21017470,1993,30243631,"Elfman, Danny",30840372,"Thompson, Caroline (I)",3
676,The Nightmare Before Christmas_1993,21017470,1993,30552643,"McDowell, Michael (I)",30627117,"O'Hara, Catherine (I)",2
677,The Nightmare Before Christmas_1993,21017470,1993,30761674,"Selick, Henry",30891776,"Webb, Stan (I)",2
